Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Employed,70737,Married,114,0,4,Offer4,SUV,9123.911266
Basic,Employed,32312,Married,68,0,2,Offer2,Four-Door Car,7475.784971
Extended,Employed,61108,Divorced,88,0,2,Offer1,Four-Door Car,10484.91535
Premium,Employed,55385,Single,118,0,1,Offer2,Two-Door Car,4722.237214
Basic,Employed,72258,Married,105,0,4,Offer1,SUV,8414.942855
Basic,Employed,64388,Married,69,0,1,Offer1,Two-Door Car,2759.618207
Basic,Employed,42124,Married,101,0,6,Offer4,SUV,8062.546117
Premium,Employed,73795,Married,114,1,6,Offer1,Four-Door Car,9156.272726
Basic,Employed,77835,Divorced,74,1,4,Offer3,Four-Door Car,5897.986595
Basic,Unemployed,0,Single,66.70422785,0,3,Offer1,Two-Door Car,4499.493252
Extended,Employed,59438,Single,124,0,1,Offer3,SUV,4815.851943
Basic,Employed,74837,Married,66,0,6,Offer2,Two-Door Car,5325.724541
Basic,Employed,72731,Married,65,0,1,Offer2,Four-Door Car,2582.408525
Premium,Unemployed,0,Married,117,0,2,Offer2,Four-Door Car,12877.7765
Basic,Unemployed,0,Single,72,0,8,Offer2,Two-Door Car,5142.04553
Basic,Employed,47725,Married,63,0,2,Offer2,Two-Door Car,15119.55539
Basic,Unemployed,0,Single,108,0,4,Offer2,Sports Car,7350.182328
Basic,Employed,32272,Married,110,0,1,Offer2,SUV,4384.348683
Extended,Employed,72667,Married,81.9285682,2,3,Offer3,Four-Door Car,6414.081362
Basic,Unemployed,0,Single,67,1,9,Offer1,Four-Door Car,4764.861739
Extended,Employed,35482,Married,82,0,2,Offer3,Four-Door Car,10208.92761
Extended,Employed,24191,Married,80,0,1,Offer4,Four-Door Car,3215.196994
Basic,Unemployed,0,Divorced,70,0,2,Offer2,Four-Door Car,16468.22079
Extended,Employed,67696,Single,97,0,2,Offer4,Four-Door Car,10896.04838
Premium,Employed,31506,Married,102,0,8,Offer1,Four-Door Car,8083.917906
Basic,Unemployed,0,Married,183,2,1,Offer4,Luxury Car,6612.617859
Basic,Employed,41440,Married,62,1,2,Offer3,Four-Door Car,14808.05624
Basic,Employed,57099,Single,67,0,1,Offer3,Two-Door Car,2613.023132
Basic,Unemployed,0,Married,67,0,5,Offer1,Four-Door Car,4770.550911
Premium,Employed,23818,Married,103,0,1,Offer2,Sports Car,4069.776372
Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2393.915369
Premium,Disabled,11885,Divorced,101,0,2,Offer1,Four-Door Car,11315.20373
Basic,Employed,65795,Single,62,0,3,Offer3,Two-Door Car,4762.8179
Extended,Unemployed,0,Married,244,0,1,Offer1,Luxury SUV,8573.463947
Premium,Employed,34335,Married,101,0,3,Offer1,Two-Door Car,8023.075248
Basic,Unemployed,0,Single,106,0,6,Offer1,SUV,7516.786075
Basic,Employed,24948,Married,65,0,4,Offer2,Four-Door Car,5193.770572
Basic,Employed,66152,Married,113,1,1,Offer2,Sports Car,4416.206243
Basic,Employed,55274,Married,71,0,1,Offer2,Two-Door Car,2851.161121
Extended,Unemployed,0,Single,247,3,5,Offer2,Luxury Car,16320.76716
Basic,Employed,41043,Married,72,0,3,Offer2,Four-Door Car,5643.802354
Basic,Employed,50414,Married,69,0,1,Offer1,Four-Door Car,2757.383982
Basic,Unemployed,0,Single,65,0,1,Offer1,Four-Door Car,2360.601748
Extended,Medical Leave,23843,Divorced,83,0,5,Offer3,Two-Door Car,6134.38779
Basic,Unemployed,0,Single,107.5924734,1,7,Offer1,SUV,7643.068919
Basic,Employed,52735,Single,69.86012287,0,2,Offer2,Four-Door Car,12989.81806
Extended,Employed,71587,Married,99,0,2,Offer1,Two-Door Car,11955.39598
Basic,Unemployed,0,Single,100,2,2,Offer2,SUV,9655.442955
Premium,Employed,93621,Married,103,0,1,Offer3,Two-Door Car,4068.092649
Premium,Unemployed,0,Single,158,0,1,Offer3,SUV,5611.926939
Extended,Employed,26488,Single,244,0,3,Offer1,Luxury SUV,18939.50603
Extended,Medical Leave,20993,Married,137,4,1,Offer3,SUV,4778.682644
Basic,Unemployed,0,Single,62,0,3,Offer3,Four-Door Car,4221.312544
Extended,Retired,11828,Divorced,90,0,2,Offer1,Four-Door Car,10083.48688
Basic,Employed,97431,Married,85.48086743,0,3,Offer3,Four-Door Car,5969.55297
Basic,Disabled,12677,Married,101,0,9,Offer1,SUV,7679.677721
Basic,Employed,46819,Divorced,62,0,5,Offer1,Four-Door Car,4889.765364
Basic,Employed,76590,Divorced,65,0,2,Offer1,Four-Door Car,7887.964945
Extended,Unemployed,0,Married,135,0,8,Offer1,Sports Car,10169.36981
Basic,Employed,92401,Divorced,64,0,1,Offer4,Four-Door Car,2537.383207
Basic,Employed,81491,Divorced,72,0,3,Offer3,Four-Door Car,5757.489397
Extended,Unemployed,0,Single,80.27737952,0,3,Offer1,Four-Door Car,5849.321498
Basic,Medical Leave,17150,Married,82.26327614,0,2,Offer1,Two-Door Car,15032.9003
Basic,Unemployed,0,Single,103,0,9,Offer1,SUV,6729.867925
Basic,Unemployed,0,Single,68,0,9,Offer1,Four-Door Car,4766.367352
Basic,Unemployed,0,Single,65,0,1,Offer1,Four-Door Car,2178.520191
Basic,Employed,63032,Married,61,0,1,Offer2,Four-Door Car,2405.618791
Premium,Employed,30383,Divorced,92.24194465,0,1,Offer4,Two-Door Car,4655.209814
Extended,Employed,45587,Divorced,81,0,1,Offer3,Four-Door Car,2860.440918
Basic,Unemployed,0,Married,109,0,7,Offer1,SUV,8160.689782
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929.549699
Basic,Employed,63422,Married,66,0,1,Offer2,Two-Door Car,2636.97773
Basic,Employed,62977,Single,115,0,1,Offer3,SUV,4482.015107
Basic,Employed,71868,Single,65,0,1,Offer4,Four-Door Car,2545.070274
Basic,Retired,25905,Divorced,63,0,1,Offer1,Four-Door Car,2300.691547
Premium,Medical Leave,27510,Married,159,3,1,Offer1,SUV,5776.338737
Basic,Disabled,12940,Divorced,68,0,3,Offer1,Two-Door Car,5130.823951
Basic,Employed,70140,Married,199,0,7,Offer2,Luxury Car,16068.34838
Premium,Employed,61367,Married,108,0,7,Offer4,Four-Door Car,8319.5292
Extended,Employed,34919,Single,82,1,2,Offer1,Four-Door Car,9547.71004
Premium,Employed,48259,Single,108,0,3,Offer1,Two-Door Car,8346.983233
Premium,Unemployed,0,Single,110,0,6,Offer1,Four-Door Car,7573.345057
Basic,Medical Leave,13129,Married,117,0,6,Offer1,SUV,8635.4035
Basic,Employed,29445,Married,68,0,7,Offer4,Two-Door Car,5363.405969
Basic,Employed,38210,Married,69,0,3,Offer2,Four-Door Car,5479.854218
Basic,Employed,26849,Married,62,0,2,Offer4,Four-Door Car,7295.42703
Extended,Employed,66022,Married,239,0,1,Offer4,Luxury Car,9685.542977
Basic,Employed,39783,Single,72,0,1,Offer1,Two-Door Car,2794.907476
Extended,Employed,70328,Divorced,68.05279022,0,8,Offer2,Four-Door Car,6689.022728
Basic,Employed,25285,Married,114,0,2,Offer1,SUV,35900.07644
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929.549699
Basic,Unemployed,0,Married,73,0,7,Offer2,Two-Door Car,5325.724541
Basic,Employed,36650,Married,69,1,1,Offer2,Four-Door Car,2725.356404
Extended,Unemployed,0,Single,82,0,2,Offer2,Four-Door Car,8509.453945
Extended,Medical Leave,13037,Married,124,0,1,Offer2,SUV,4726.869327
Basic,Unemployed,0,Single,62,0,6,Offer1,Four-Door Car,4463.607161
Extended,Unemployed,0,Married,76,0,3,Offer2,Four-Door Car,5678.050167
Extended,Unemployed,0,Single,135,0,8,Offer1,SUV,9354.128045
Basic,Unemployed,0,Married,62,0,1,Offer1,Two-Door Car,2219.995914
Basic,Unemployed,0,Single,73,0,1,Offer2,Two-Door Car,2561.576924
Basic,Employed,59556,Married,112,0,1,Offer2,SUV,4479.023088
Basic,Employed,20368,Married,71,1,1,Offer2,Two-Door Car,2829.312319
Premium,Employed,95340,Married,296,0,1,Offer2,Luxury Car,15739.92367
Basic,Employed,55483,Single,70,0,3,Offer4,Four-Door Car,5447.835272
Basic,Medical Leave,18505,Married,66,4,3,Offer1,Four-Door Car,4479.494223
Basic,Employed,72874,Married,70,0,6,Offer3,Four-Door Car,5630.793
Basic,Employed,83838,Married,65,0,1,Offer3,Two-Door Car,2628.657528
Premium,Employed,71731,Married,127,0,2,Offer1,SUV,14947.9173
Basic,Employed,72462,Married,68,0,2,Offer2,Two-Door Car,10932.21496
Extended,Employed,93854,Married,88.87859503,0,9,Offer4,Two-Door Car,7081.690974
Extended,Employed,31650,Married,121,0,2,Offer1,SUV,14228.23432
Basic,Unemployed,0,Single,64,0,4,Offer3,Four-Door Car,4467.705159
Basic,Employed,44428,Single,104,0,2,Offer1,SUV,12036.62051
Extended,Employed,44213,Single,85,0,3,Offer1,Four-Door Car,6753.428413
Basic,Employed,40864,Married,109,1,1,Offer1,SUV,4282.947971
Basic,Employed,28082,Married,64,0,1,Offer2,Four-Door Car,2499.498786
Extended,Unemployed,0,Single,88,0,1,Offer3,Four-Door Car,3399.125502
Basic,Employed,99583,Divorced,64,0,2,Offer3,Four-Door Car,12743.35175
Basic,Employed,89771,Married,67,2,1,Offer2,Two-Door Car,2688.860687
Basic,Employed,32169,Married,66,0,2,Offer1,Four-Door Car,7835.929299
Premium,Employed,77104,Married,114,0,5,Offer2,Four-Door Car,9011.764865
Extended,Employed,50200,Married,120.637281,0,1,Offer1,SUV,5313.436344
Basic,Disabled,15131,Single,73,2,4,Offer1,Four-Door Car,4957.404306
Basic,Unemployed,0,Single,73,0,1,Offer1,Two-Door Car,2467.459952
Basic,Unemployed,0,Married,64,0,9,Offer1,Four-Door Car,4678.423394
Basic,Employed,46379,Single,74.87620166,0,2,Offer3,Four-Door Car,8618.295865
Extended,Retired,10475,Married,88,1,2,Offer1,Two-Door Car,9787.808819
Extended,Unemployed,0,Single,94,0,9,Offer3,Four-Door Car,6227.365252
Basic,Employed,95621,Single,104.6648058,0,2,Offer3,SUV,21423.63723
Extended,Unemployed,0,Married,82.5392991,0,2,Offer2,Four-Door Car,8495.164213
Basic,Disabled,22590,Single,67,0,1,Offer1,Two-Door Car,2424.224662
Premium,Employed,85956,Married,145,0,1,Offer1,SUV,5846.114411
Extended,Unemployed,0,Married,92,4,1,Offer3,Two-Door Car,2739.05724
Extended,Employed,70263,Married,93,0,3,Offer4,Four-Door Car,7462.926263
Basic,Employed,63209,Married,102,2,2,Offer1,SUV,20314.9976
Basic,Employed,24702,Married,68,0,8,Offer2,Four-Door Car,5379.482798
Basic,Employed,64125,Married,108,0,3,Offer2,SUV,8646.504109
Extended,Employed,40372,Married,86,0,4,Offer1,Two-Door Car,6756.062791
Basic,Unemployed,0,Single,69,0,9,Offer1,Four-Door Car,4807.002259
Extended,Employed,31278,Divorced,88,0,1,Offer3,Two-Door Car,3436.134281
Extended,Employed,23797,Married,81,0,3,Offer2,Four-Door Car,6371.320461
Basic,Medical Leave,16171,Married,74,0,4,Offer1,Four-Door Car,5652.72374
Basic,Employed,24967,Married,69,0,1,Offer3,Two-Door Car,2730.96734
Basic,Medical Leave,23554,Married,61,0,6,Offer1,Two-Door Car,4808.957973
Basic,Employed,79681,Single,73,1,1,Offer2,Four-Door Car,2872.669164
Premium,Employed,62935,Married,141,0,7,Offer2,Sports Car,11314.24394
Extended,Employed,35322,Married,244,0,5,Offer1,Luxury Car,19185.0725
Basic,Employed,80550,Married,68,3,7,Offer1,Four-Door Car,5392.502531
Extended,Unemployed,0,Single,84,0,2,Offer1,Four-Door Car,17712.20524
Extended,Unemployed,0,Single,88.98262143,0,2,Offer3,Two-Door Car,9700.35416
Extended,Employed,51833,Divorced,99,0,1,Offer3,Four-Door Car,3903.802262
Basic,Employed,33566,Married,63,1,4,Offer1,Four-Door Car,5004.583872
Basic,Employed,60920,Single,64,0,2,Offer2,Two-Door Car,7507.455372
Extended,Unemployed,0,Single,138,0,9,Offer2,SUV,10296.9965
Basic,Employed,35625,Married,65,1,3,Offer2,Four-Door Car,5107.163002
Basic,Employed,45106,Married,104,1,2,Offer1,SUV,16553.23422
Extended,Unemployed,0,Single,134,0,4,Offer2,SUV,9624.938903
Extended,Employed,31686,Married,81,0,1,Offer1,Four-Door Car,3274.194616
Extended,Unemployed,0,Single,97,0,1,Offer1,Four-Door Car,3307.99904
Extended,Unemployed,0,Single,93,0,8,Offer2,Four-Door Car,6722.701247
Extended,Unemployed,0,Single,125,0,3,Offer1,SUV,8672.814261
Basic,Employed,91393,Married,67,0,6,Offer1,Two-Door Car,5444.793941
Basic,Employed,39507,Married,70,0,5,Offer1,Two-Door Car,5607.253592
Extended,Employed,69161,Married,129,0,2,Offer1,Sports Car,15487.44072
Basic,Employed,57933,Married,105,0,1,Offer1,SUV,4209.682602
Extended,Employed,95025,Divorced,81,0,8,Offer2,Four-Door Car,6488.89559
Extended,Employed,61139,Married,76,0,4,Offer2,Four-Door Car,6126.568309
Basic,Medical Leave,17101,Single,110.322669,0,2,Offer1,SUV,12298.6863
Extended,Employed,55099,Divorced,122,0,3,Offer2,Sports Car,9837.507586
Basic,Employed,65876,Married,63,1,1,Offer2,Two-Door Car,2468.443101
Basic,Retired,23665,Married,67,0,2,Offer1,Four-Door Car,22658.53652
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929.549699
Extended,Employed,93836,Married,139,0,2,Offer3,Sports Car,16922.12519
Basic,Unemployed,0,Married,69,0,1,Offer1,Four-Door Car,2563.582441
Basic,Employed,35795,Married,65,0,1,Offer1,Four-Door Car,2581.022016
Extended,Unemployed,0,Divorced,139,0,2,Offer1,Sports Car,14635.45158
Basic,Medical Leave,23220,Married,74,0,1,Offer1,Four-Door Car,2803.916726
Extended,Employed,80138,Married,83,0,1,Offer4,Four-Door Car,3363.004143
Basic,Employed,34946,Married,65,0,1,Offer2,Two-Door Car,2578.270957
Basic,Unemployed,0,Single,62,0,1,Offer4,Two-Door Car,2121.647053
Premium,Unemployed,0,Divorced,108,0,1,Offer3,Two-Door Car,3694.647081
Extended,Medical Leave,16113,Married,81,0,2,Offer2,Four-Door Car,20885.55547
Basic,Unemployed,0,Single,66,0,1,Offer3,Two-Door Car,2321.052528
Basic,Unemployed,0,Married,62,0,1,Offer4,Four-Door Car,2263.284608
Basic,Medical Leave,29926,Married,71,0,1,Offer2,Four-Door Car,2724.430809
Basic,Medical Leave,19715,Married,66,4,5,Offer1,Four-Door Car,4882.289803
Basic,Employed,35230,Married,61,1,2,Offer1,Four-Door Car,9638.066778
Basic,Employed,51523,Married,62,0,3,Offer4,Four-Door Car,5007.672425
Basic,Unemployed,0,Single,63,0,1,Offer2,Two-Door Car,2195.911185
Basic,Employed,97095,Married,70,0,5,Offer4,Four-Door Car,5625.307768
Extended,Disabled,27604,Married,92,1,9,Offer2,Two-Door Car,6969.880958
Basic,Employed,62810,Married,187,1,1,Offer3,Luxury Car,7408.167551
Basic,Unemployed,0,Single,68,0,2,Offer2,Four-Door Car,7343.353716
Basic,Unemployed,0,Married,117,2,9,Offer1,SUV,8496.063681
Basic,Employed,84302,Married,63,0,2,Offer1,Four-Door Car,7434.270631
Basic,Employed,61108,Married,72,0,6,Offer2,Four-Door Car,5821.128509
Basic,Employed,62477,Divorced,183,0,2,Offer2,Luxury SUV,21590.44235
Basic,Employed,24814,Married,103,0,3,Offer2,SUV,8203.221246
Extended,Employed,31974,Married,92,0,1,Offer2,Four-Door Car,3723.114445
Basic,Employed,79487,Divorced,114,0,1,Offer2,SUV,4626.801093
Basic,Medical Leave,12459,Married,70,0,1,Offer2,Four-Door Car,2554.437138
Premium,Retired,20993,Divorced,133,0,1,Offer2,SUV,4772.943848
Basic,Medical Leave,19651,Married,74,0,8,Offer1,Four-Door Car,5918.330563
Premium,Employed,25221,Married,103,5,1,Offer2,Four-Door Car,3818.468252
Basic,Employed,77857,Married,65,0,3,Offer3,Four-Door Car,5133.635886
Premium,Employed,96745,Married,179,5,3,Offer2,SUV,13815.7802
Basic,Employed,25151,Married,69,0,1,Offer2,Four-Door Car,2754.461855
Basic,Employed,53105,Married,110,0,2,Offer3,SUV,25900.19716
Premium,Medical Leave,17161,Married,113,1,1,Offer1,Four-Door Car,4165.354461
Basic,Employed,72960,Single,68,1,5,Offer1,Four-Door Car,5334.183231
Basic,Employed,50165,Divorced,62,0,2,Offer1,Two-Door Car,7340.496505
Basic,Employed,33651,Married,66,0,2,Offer2,Four-Door Car,24826.89127
Basic,Employed,92324,Married,119,2,1,Offer1,Sports Car,4758.470236
Basic,Employed,89129,Single,64,0,1,Offer2,Four-Door Car,2529.077508
Basic,Unemployed,0,Married,64,0,1,Offer2,Four-Door Car,2415.83485
Extended,Employed,58414,Single,210,2,1,Offer2,Luxury SUV,7840.165778
Basic,Employed,69024,Married,61,5,1,Offer2,Four-Door Car,2287.91729
Basic,Medical Leave,27677,Married,72,1,3,Offer2,Four-Door Car,5427.174517
Extended,Medical Leave,25407,Divorced,98,0,1,Offer1,Four-Door Car,3636.561567
Extended,Employed,36812,Married,92,1,4,Offer1,Two-Door Car,7356.010439
Premium,Employed,49564,Divorced,105,0,5,Offer3,Four-Door Car,8355.512557
Extended,Unemployed,0,Divorced,89,1,3,Offer2,Four-Door Car,6039.020697
Basic,Employed,70412,Married,61,0,3,Offer3,Two-Door Car,4930.949334
Extended,Unemployed,0,Single,129,0,1,Offer1,SUV,4502.867562
Extended,Employed,61886,Divorced,87,0,2,Offer2,Two-Door Car,27666.30052
Basic,Unemployed,0,Single,111,3,4,Offer2,SUV,7892.088107
Basic,Disabled,18375,Married,103,0,1,Offer1,Sports Car,3954.344534
Basic,Employed,88997,Divorced,72,0,3,Offer2,Four-Door Car,5757.442258
Basic,Employed,50801,Divorced,70.76592232,0,2,Offer1,Two-Door Car,8417.159538
Basic,Unemployed,0,Married,73,0,5,Offer3,Four-Door Car,5515.41017
Basic,Employed,36723,Married,106,1,1,Offer2,SUV,4171.300175
Extended,Employed,53437,Married,225,0,7,Offer4,Luxury Car,10758.65568
Extended,Employed,91182,Married,96,0,1,Offer2,Four-Door Car,3890.87081
Extended,Unemployed,0,Single,92,0,1,Offer4,Four-Door Car,3167.658442
Basic,Retired,21514,Married,62,0,2,Offer1,Two-Door Car,11981.98481
Basic,Unemployed,0,Married,63,0,2,Offer1,Four-Door Car,6992.531494
Basic,Retired,21073,Divorced,106,0,3,Offer1,SUV,7805.31287
Extended,Employed,33554,Married,131,0,1,Offer1,SUV,5237.477743
Basic,Employed,22726,Married,65,0,3,Offer2,Four-Door Car,5087.015287
Basic,Employed,43358,Married,61,0,6,Offer4,Two-Door Car,4878.950256
Basic,Employed,39910,Single,112,0,5,Offer1,SUV,8935.03414
Premium,Employed,89096,Married,109,0,3,Offer2,SUV,8676.698631
Basic,Employed,35159,Married,68,0,1,Offer1,Two-Door Car,2744.73543
Basic,Employed,92038,Married,63,0,1,Offer2,Four-Door Car,2537.383207
Basic,Employed,69545,Married,65,0,8,Offer1,Four-Door Car,5229.445752
Basic,Employed,67837,Married,69,0,1,Offer2,Four-Door Car,2675.569927
Basic,Employed,56718,Divorced,113,1,1,Offer1,SUV,4371.190437
Extended,Unemployed,0,Single,87,0,2,Offer1,Four-Door Car,9747.99401
Extended,Employed,21440,Married,135,0,1,Offer3,SUV,5391.078171
Premium,Unemployed,0,Single,121,0,2,Offer1,SUV,12476.64759
Extended,Employed,96721,Married,138,1,7,Offer2,SUV,10986.22795
Basic,Employed,68331,Married,63,0,3,Offer4,Four-Door Car,5033.390798
Basic,Employed,60752,Married,101.276511,0,4,Offer2,Two-Door Car,5363.531017
Basic,Employed,58828,Married,69,0,1,Offer1,Two-Door Car,2707.429536
Basic,Employed,63774,Married,108,0,1,Offer4,SUV,4363.599418
Basic,Medical Leave,12153,Single,69,1,8,Offer1,Four-Door Car,4861.493017
Basic,Employed,61367,Divorced,70,0,2,Offer3,Two-Door Car,8319.5292
Basic,Employed,26322,Married,111,2,1,Offer3,SUV,4306.55935
Premium,Employed,96060,Married,117,0,3,Offer1,Four-Door Car,9410.670129
Basic,Medical Leave,15921,Married,64,0,2,Offer4,Four-Door Car,7285.030983
Extended,Employed,70699,Divorced,82,0,2,Offer3,Four-Door Car,19776.56654
Extended,Unemployed,0,Single,91,5,1,Offer1,Two-Door Car,2376.533508
Extended,Employed,66114,Single,92,4,1,Offer4,Four-Door Car,3299.339339
Basic,Employed,78185,Married,61,4,1,Offer1,Four-Door Car,2402.81597
Premium,Unemployed,0,Divorced,102.7660188,0,9,Offer2,Four-Door Car,7360.873696
Basic,Employed,65775,Divorced,72,0,4,Offer2,Four-Door Car,5674.136445
Basic,Unemployed,0,Single,109,0,1,Offer1,SUV,3915.798108
Premium,Employed,35349,Married,102,0,4,Offer1,Four-Door Car,8207.777598
Basic,Employed,55898,Married,69,0,6,Offer1,Two-Door Car,5451.802287
Premium,Employed,55800,Single,102,0,2,Offer1,Two-Door Car,15695.53941
Basic,Employed,51747,Married,71,0,2,Offer2,Four-Door Car,17103.79173
Premium,Employed,28445,Married,103,0,6,Offer1,Two-Door Car,8219.358756
Extended,Unemployed,0,Single,124,0,8,Offer2,SUV,8401.788653
Basic,Employed,62010,Married,112,0,1,Offer2,SUV,4563.859434
Extended,Employed,37308,Married,104.4489162,0,2,Offer4,Two-Door Car,6886.324494
Basic,Employed,55290,Married,65,0,4,Offer2,Four-Door Car,5174.689686
Basic,Medical Leave,12459,Single,72,0,1,Offer1,Four-Door Car,2640.316068
Basic,Employed,97131,Married,64,0,6,Offer2,Four-Door Car,5181.620895
Basic,Employed,60861,Married,66,0,4,Offer4,Four-Door Car,5216.914471
Basic,Employed,37473,Married,70,0,3,Offer1,Four-Door Car,5558.304507
Extended,Employed,37384,Married,99,0,1,Offer2,Four-Door Car,4014.453113
Basic,Employed,54889,Married,64,0,1,Offer4,Two-Door Car,2540.407726
Basic,Employed,24149,Married,69.01529064,0,3,Offer1,Four-Door Car,4855.773614
Extended,Unemployed,0,Single,130,0,2,Offer1,Sports Car,13104.14911
Basic,Employed,41402,Divorced,97.62749103,4,1,Offer2,Sports Car,4477.45201
Basic,Employed,38667,Married,63,0,1,Offer2,Four-Door Car,2487.649473
Premium,Disabled,27572,Married,114.9024624,0,3,Offer1,SUV,14040.96476
Basic,Employed,58828,Married,68,0,1,Offer1,Four-Door Car,2709.539796
Basic,Employed,61900,Single,64,0,1,Offer4,Four-Door Car,2567.346739
Extended,Employed,25820,Divorced,82,0,1,Offer1,Four-Door Car,3265.156348
Basic,Employed,78046,Divorced,119,0,2,Offer1,SUV,14230.3242
Extended,Unemployed,0,Married,123.635673,0,1,Offer1,SUV,5140.11289
Basic,Employed,50809,Single,71.64383596,0,2,Offer1,Four-Door Car,19480.49981
Basic,Employed,53957,Married,95.63914347,0,1,Offer1,Luxury SUV,7380.570445
Premium,Employed,36637,Married,100.3337353,0,2,Offer4,Four-Door Car,15284.33065
Basic,Medical Leave,14151,Single,72,1,1,Offer2,Four-Door Car,2617.704041
Extended,Employed,22250,Married,86,0,3,Offer3,Two-Door Car,6793.77405
Extended,Employed,25629,Married,80,0,2,Offer1,Four-Door Car,9594.248898
Basic,Unemployed,0,Single,71,0,5,Offer1,Four-Door Car,5170.811494
Basic,Unemployed,0,Single,64,0,8,Offer2,Two-Door Car,4377.532789
Extended,Employed,31278,Single,97,0,1,Offer2,Four-Door Car,3757.804716
Basic,Employed,25998,Married,73,0,2,Offer2,Four-Door Car,8382.630118
Extended,Unemployed,0,Single,125,0,2,Offer1,SUV,13024.13012
Basic,Employed,57117,Married,67,0,1,Offer4,Four-Door Car,2656.99458
Basic,Employed,74217,Married,107,0,8,Offer1,Sports Car,7986.191274
Extended,Unemployed,0,Married,87,0,1,Offer2,Four-Door Car,2953.797658
Basic,Employed,62082,Married,72,0,2,Offer1,Four-Door Car,8639.088723
Basic,Unemployed,0,Married,70,1,1,Offer2,Four-Door Car,2594.591182
Extended,Employed,40269,Married,80,0,2,Offer1,Four-Door Car,8996.774075
Premium,Employed,52721,Married,136,0,1,Offer1,SUV,5438.696611
Basic,Unemployed,0,Divorced,67,0,2,Offer2,Four-Door Car,7633.821822
Premium,Disabled,16181,Divorced,181,0,8,Offer1,SUV,13736.1325
Basic,Unemployed,0,Married,73,1,6,Offer2,Four-Door Car,5186.359717
Basic,Unemployed,0,Single,74,0,4,Offer1,Four-Door Car,5162.370678
Basic,Employed,55593,Married,182,1,9,Offer4,Luxury Car,14203.04178
Basic,Employed,31911,Married,68.78782585,0,1,Offer2,Four-Door Car,2635.148447
Premium,Employed,63977,Married,118,0,1,Offer1,Four-Door Car,4737.841289
Basic,Employed,27839,Married,65,5,1,Offer3,Two-Door Car,2363.295991
Extended,Unemployed,0,Married,98,0,5,Offer2,Two-Door Car,7259.328982
Extended,Medical Leave,10710,Married,94,0,7,Offer1,Two-Door Car,7255.714453
Basic,Employed,91871,Single,102,0,2,Offer1,SUV,28486.0728
Basic,Employed,37256,Married,64.18372083,0,2,Offer1,Four-Door Car,9816.528302
Extended,Employed,88304,Single,95,0,2,Offer2,Four-Door Car,11260.90364
Extended,Unemployed,0,Married,82,0,2,Offer4,Four-Door Car,8930.139728
Basic,Unemployed,0,Single,68.37500189,3,2,Offer1,Four-Door Car,7343.52792
Basic,Employed,64459,Married,67.05461615,0,1,Offer2,Four-Door Car,2924.976721
Premium,Employed,27514,Married,198,0,9,Offer1,Luxury SUV,15610.90065
Basic,Employed,52674,Married,73,0,1,Offer2,Two-Door Car,2894.327413
Basic,Unemployed,0,Single,68,0,1,Offer3,Four-Door Car,2413.888405
Basic,Employed,37224,Divorced,74,0,2,Offer3,Four-Door Car,8742.472473
Premium,Employed,42800,Married,159.402204,1,1,Offer1,Sports Car,6102.307214
Basic,Employed,73769,Married,61,2,3,Offer4,Four-Door Car,4838.208972
Basic,Medical Leave,24383,Single,69,2,4,Offer1,Four-Door Car,4897.041423
Premium,Employed,63774,Divorced,111,0,1,Offer2,Four-Door Car,4376.363592
Extended,Unemployed,0,Single,123,0,1,Offer1,SUV,4383.751482
Basic,Unemployed,0,Single,102,0,3,Offer1,SUV,7517.083811
Extended,Employed,85654,Single,77,1,8,Offer1,Four-Door Car,6098.462114
Extended,Unemployed,0,Single,84,0,4,Offer3,Four-Door Car,5658.912313
Basic,Employed,29215,Single,67,0,2,Offer2,Four-Door Car,7892.824093
Basic,Unemployed,0,Divorced,67,0,7,Offer2,Four-Door Car,4957.1612
Extended,Employed,68131,Married,130,0,1,Offer4,SUV,5244.40475
Basic,Employed,79090,Married,107,0,3,Offer2,SUV,8609.158215
Basic,Employed,69600,Married,74,0,1,Offer2,Four-Door Car,2951.294057
Basic,Employed,46239,Single,67,3,4,Offer3,Four-Door Car,4946.960039
Extended,Employed,97830,Married,96,0,2,Offer1,Four-Door Car,11628.73401
Basic,Employed,82413,Married,62,0,5,Offer3,Four-Door Car,4984.618655
Extended,Employed,67134,Married,131,0,6,Offer1,Sports Car,10339.59799
Extended,Unemployed,0,Single,141.0078811,0,6,Offer1,Sports Car,10080.37031
Extended,Employed,92801,Divorced,115.1538091,0,1,Offer1,SUV,4089.036013
Extended,Unemployed,0,Married,127,0,3,Offer2,Sports Car,9155.239699
Basic,Unemployed,0,Single,63,0,1,Offer2,Two-Door Car,2163.870179
Basic,Disabled,19280,Married,72,0,6,Offer1,Four-Door Car,5586.965345
Basic,Employed,66670,Married,114,0,1,Offer3,SUV,4625.548098
Basic,Unemployed,0,Married,61,1,1,Offer1,Two-Door Car,2202.3352
